CASEID,hunt_fish,scientists,education,ideology,urbanrural
307718,0,70,6,,suburb
307725,0,60,3,5,small town
307800,0,100,3,2,suburb
307817,0,60,3,6,small town
307824,0,86,3,4,city
307831,0,70,7,6,small town
307923,0,100,6,4,suburb
307930,0,40,2,7,city
307947,0,50,7,6,suburb
307978,0,85,2,5,suburb
308001,,,3,4,
308018,1,85,3,4,rural
308049,1,50,6,7,small town
308070,1,100,8,6,city
308087,0,85,8,4,city
308094,,,3,2,
308124,,,7,7,
308131,0,100,3,2,suburb
308162,0,85,6,6,small town
308209,0,60,6,6,city
308216,0,100,7,6,suburb
308285,0,100,2,2,suburb
308308,0,60,3,6,suburb
308360,,,3,,
308391,1,60,6,3,city
308407,1,100,4,,city
308414,1,85,6,6,suburb
308476,,,3,4,
308513,0,50,1,4,rural
308520,0,85,6,2,suburb
308537,1,85,6,5,suburb
308643,,100,5,,small town
308667,0,100,7,5,city
308704,1,100,3,2,small town
308711,0,85,3,2,city
308735,0,85,6,3,city
308742,0,50,2,,suburb
308773,1,50,,6,city
308780,0,100,7,3,city
308797,0,85,7,2,suburb
308810,0,97,7,2,suburb
308827,0,100,7,,city
308865,0,100,6,3,city
308889,0,100,7,3,small town
308896,,,6,4,
308926,0,85,6,4,city
308933,,,1,3,
308957,0,85,3,3,suburb
308971,,,6,5,
308988,0,100,6,4,suburb
309004,0,85,7,1,city
309011,0,100,3,4,rural
309028,0,85,3,3,suburb
309080,1,100,5,6,city
309097,0,100,8,,small town
309134,,,3,,
309141,1,85,2,4,suburb
309158,1,100,5,4,suburb
309189,0,100,4,,city
309202,1,70,4,7,small town
309318,0,,8,4,suburb
309325,0,100,7,1,city
309349,1,60,3,4,suburb
309370,0,85,7,4,city
309400,0,100,3,2,suburb
309431,,70,3,4,
309486,0,85,2,,rural
309516,,,2,6,
309608,0,50,6,5,rural
309653,0,85,2,4,small town
309660,1,100,7,6,small town
309677,0,50,7,4,small town
309684,0,85,6,1,city
309769,,,7,2,
309851,0,100,3,2,rural
309868,,,2,5,
309882,0,100,2,,small town
309899,0,85,3,1,rural
309943,1,50,2,6,rural
309967,0,50,2,5,suburb
310028,0,90,7,2,city
310066,0,70,3,3,city
310097,0,70,8,4,suburb
310103,1,60,3,6,small town
310110,0,50,2,6,small town
310196,0,80,6,5,city
310240,0,40,3,4,city
310271,0,85,3,3,suburb
310288,,,6,6,
310295,0,50,6,,city
310318,,,5,3,
310332,,,7,3,
310394,0,100,6,2,small town
310417,0,50,3,4,suburb
310424,0,100,2,,rural
310462,1,60,6,5,city
310486,0,60,3,6,small town
310516,1,85,7,6,rural
310547,0,95,7,1,city
310554,,60,6,5,
310592,0,85,4,3,small town
310639,1,85,7,3,suburb
310646,0,85,6,4,suburb
310677,1,90,6,6,small town
310684,0,100,6,4,suburb
310776,1,85,3,3,suburb
310806,0,80,3,3,city
310813,0,0,3,1,rural
310868,0,60,7,6,city
310899,0,85,8,2,small town
310936,0,100,2,3,suburb
310950,0,85,7,,small town
311007,0,85,2,,city
311014,0,70,8,3,city
311052,0,100,3,2,rural
311083,0,50,3,4,suburb
311175,,,6,4,
311199,0,85,7,2,suburb
311212,0,9,1,1,rural
311229,0,100,3,4,city
311250,1,100,6,3,suburb
311304,1,100,4,,rural
311311,0,100,2,4,city
311335,1,100,7,5,suburb
311359,0,50,6,6,rural
311373,1,50,6,6,small town
311397,,,6,3,
311403,1,65,3,6,city
311427,,,6,4,
311434,,,4,,
311458,,,6,4,
311496,,,3,,
311502,,,3,7,
311519,1,70,7,7,rural
311540,0,85,7,5,suburb
311557,0,15,1,,small town
311571,0,85,3,5,rural
311595,0,50,,,city
311601,0,85,6,3,city
311618,1,60,2,6,rural
311649,0,100,5,2,city
311663,,,7,4,
311670,0,85,6,4,suburb
311694,0,70,3,2,city
311762,0,100,6,6,city
311809,0,100,3,4,city
311847,0,100,3,4,city
311885,1,60,3,7,rural
311908,0,90,7,1,rural
311915,1,70,2,,rural
311922,0,70,6,6,city
312017,0,100,7,4,city
312024,0,85,6,2,city
312079,1,100,2,4,rural
312109,1,60,5,6,suburb
312123,,,3,4,
312130,,,,5,
312147,0,100,3,2,suburb
312154,,,2,5,
312208,0,100,3,2,city
312246,1,50,2,4,suburb
312277,0,50,4,1,small town
312291,0,85,2,,city
312321,0,100,3,4,suburb
312345,0,70,6,4,small town
312369,1,85,3,2,suburb
312413,0,85,3,2,city
312444,0,85,2,,city
312451,1,70,3,5,rural
312475,1,90,5,4,city
312574,1,50,4,6,small town
312581,0,70,2,7,rural
312598,0,100,2,4,small town
312604,0,60,6,4,city
312611,0,90,5,3,suburb
312628,,,3,3,
312659,0,85,8,4,suburb
312680,0,85,2,4,small town
312697,0,100,5,,small town
312703,1,15,6,6,suburb
312710,0,90,2,,suburb
312741,0,85,6,3,suburb
312758,0,70,8,2,city
312802,,,3,2,
312826,0,50,2,4,city
312833,1,85,3,6,rural
312888,0,85,5,2,city
312895,0,100,3,,small town
312918,1,100,2,,suburb
312925,0,100,1,2,city
312956,0,100,4,4,small town
313003,0,85,1,4,rural
313034,0,100,7,2,small town
313089,1,80,3,6,suburb
313102,1,100,3,,small town
313157,0,85,7,2,suburb
313195,0,100,6,5,suburb
313218,0,50,2,4,city
313232,,,7,3,
313263,0,100,7,1,small town
313270,1,100,6,3,suburb
313287,1,50,3,7,small town
313317,0,85,6,5,city
313348,1,85,6,4,city
313362,0,100,5,2,city
313485,1,75,6,7,rural
313515,0,100,3,1,city
313546,0,85,2,7,small town
313560,0,50,2,4,rural
313591,0,90,7,2,city
313614,0,50,3,4,city
313669,0,85,2,1,small town
313683,,,6,2,
313744,1,70,6,4,small town
313751,0,85,8,4,suburb
313768,0,100,6,1,city
313812,1,50,2,2,rural
313850,1,30,7,6,rural
313867,0,70,6,2,city
313911,1,75,3,5,small town
313928,,,5,3,
313966,0,85,6,3,small town
314006,0,100,6,1,city
314020,0,50,7,,suburb
314051,,,7,3,
314112,,,2,7,
314136,0,90,5,5,small town
314174,0,100,2,4,suburb
314198,0,50,2,,small town
314228,0,100,4,4,suburb
314235,,,3,4,
314266,0,100,7,3,suburb
314273,0,50,3,4,city
314297,0,100,3,2,suburb
314327,0,85,,4,city
314372,0,100,4,6,small town
314402,0,100,7,2,suburb
314419,0,60,4,6,rural
314433,0,100,3,2,city
314440,1,100,3,5,small town
314471,0,100,7,1,city
314518,1,100,5,5,small town
314532,1,70,4,6,small town
314549,0,50,7,1,city
314556,0,75,3,3,rural
314587,0,60,2,6,small town
314594,0,70,4,4,city
314617,1,95,6,2,city
314631,1,85,2,4,rural
314679,0,100,7,1,city
314693,0,,3,4,rural
314716,1,75,7,6,suburb
314754,1,90,3,6,small town
314785,,,7,6,
314792,0,70,3,6,city
314822,0,85,6,1,city
314884,0,70,2,5,suburb
314891,0,100,6,3,city
314945,0,85,4,6,suburb
314969,1,90,2,6,rural
315054,0,50,6,6,small town
315092,1,85,4,5,small town
315115,0,50,2,6,small town
315139,,,6,1,
315146,1,40,4,6,city
315207,,,4,4,
315245,1,70,6,4,rural
315276,0,85,5,,suburb
315351,0,100,7,4,suburb
315399,1,75,7,,city
315429,0,50,3,,city
315436,1,50,3,4,suburb
315481,0,90,8,3,city
315504,0,50,6,5,small town
315511,0,100,6,4,suburb
315528,0,100,1,4,city
315535,1,60,6,5,rural
315559,1,60,3,4,city
315597,,,8,4,
315603,0,60,7,1,suburb
315610,0,85,6,5,suburb
315641,0,100,4,,small town
315696,0,70,3,2,suburb
315757,0,95,7,6,city
315764,0,85,8,4,suburb
315788,1,85,2,6,small town
315801,1,70,5,6,city
315870,0,100,3,2,city
315887,0,100,6,2,city
315917,0,100,3,4,small town
315924,0,85,2,3,suburb
315955,0,40,2,,suburb
315993,0,85,6,2,suburb
316002,1,100,4,5,rural
316019,0,86,,3,rural
316040,0,40,2,4,small town
316064,0,90,8,4,city
316071,0,50,2,4,rural
316088,0,50,1,,rural
316095,0,100,8,5,suburb
316187,1,40,1,,small town
316224,0,100,3,,suburb
316248,0,85,3,4,city
316255,0,70,3,4,city
316262,0,70,6,7,city
316286,0,85,7,4,small town
316316,,,1,,
316330,0,70,6,2,small town
316354,0,100,7,2,city
316392,0,100,6,2,city
316446,0,40,2,,city
316453,1,60,3,,small town
316460,0,100,4,2,small town
316477,0,100,2,,city
316507,0,80,6,2,city
316521,1,85,2,4,small town
316576,0,90,8,1,rural
316590,0,100,4,3,city
316644,0,60,1,,city
316682,0,60,6,2,small town
316699,0,85,4,6,small town
316705,0,70,3,,small town
316729,0,85,7,4,city
316736,0,100,7,2,city
316750,0,85,6,2,small town
316767,0,60,4,2,suburb
316774,0,100,5,3,rural
316828,0,100,6,2,city
316835,0,89,2,3,small town
316873,0,70,6,6,city
316880,1,100,1,4,small town
316897,1,70,2,4,small town
316903,0,70,6,,city
316927,,,6,6,
316958,1,50,2,7,small town
316989,0,75,6,2,small town
317012,0,100,7,2,suburb
317029,0,,3,4,city
317036,0,86,3,,suburb
317043,0,60,6,4,small town
317128,0,85,2,,city
317166,0,100,6,2,suburb
317197,1,60,6,6,city
317227,0,100,7,6,small town
317234,1,90,4,4,city
317357,0,100,6,4,city
317371,0,50,4,6,rural
317418,0,85,8,4,suburb
317449,1,100,4,3,suburb
317463,,,2,,
317470,1,85,4,5,small town
317555,0,100,7,3,suburb
317586,1,80,6,2,suburb
317630,0,70,2,4,small town
317685,,,3,2,
317692,1,85,6,7,suburb
317708,1,70,3,,city
317715,0,99,7,4,suburb
317739,,,7,5,
317777,,,6,6,
317821,0,60,4,7,rural
317845,0,100,6,3,city
317869,0,75,8,6,city
317890,0,50,5,5,city
317906,1,100,4,,rural
317944,,,2,,
317951,,,6,3,
317968,1,60,6,6,small town
318039,,,7,,
318053,1,85,3,5,rural
318121,1,70,7,5,small town
318138,1,85,6,5,small town
318145,0,85,2,4,small town
318169,0,50,3,,city
318206,0,100,6,2,suburb
318275,0,99,8,3,suburb
318299,1,50,3,4,suburb
318329,1,70,2,,city
318336,0,70,6,2,small town
318343,0,85,7,3,small town
318497,,,3,5,
318503,0,85,6,4,suburb
318527,0,100,7,2,suburb
318657,0,100,6,3,suburb
318688,1,95,,3,city
318718,0,50,2,4,small town
318756,0,85,3,2,city
318763,0,70,2,6,small town
318848,0,100,1,4,city
318855,1,50,1,5,small town
318862,0,85,3,,city
318909,1,100,3,,small town
318916,1,85,6,6,small town
318923,0,70,1,,city
318954,1,70,7,6,suburb
319001,0,100,2,,city
319025,0,70,8,2,suburb
319063,0,100,3,7,small town
319070,0,100,6,6,small town
319124,1,85,6,3,city
319131,0,70,6,2,city
319155,0,85,6,1,city
319193,1,85,3,5,suburb
319209,0,100,2,,city
319223,0,100,4,5,small town
319230,1,100,,2,suburb
319278,0,50,6,6,suburb
319315,0,85,3,7,rural
319322,1,85,6,3,suburb
319353,0,85,3,2,suburb
319391,0,85,7,1,suburb
319407,0,85,6,3,city
319421,0,50,2,,city
319438,1,60,4,7,rural
319445,0,60,6,6,small town
319452,0,80,6,2,suburb
319476,0,75,3,7,suburb
319483,0,100,3,,rural
319551,,,2,,
319568,0,80,8,3,suburb
319575,0,100,3,4,suburb
319599,,,6,4,
319605,0,50,1,4,city
319650,0,60,6,6,small town
319780,0,50,6,3,small town
319797,0,85,6,4,suburb
319858,1,100,6,3,small town
319865,1,90,6,6,small town
319896,,,3,1,
319971,0,70,3,,city
319988,0,85,6,4,suburb
320001,,,6,6,
320018,0,85,2,4,suburb
320056,0,100,6,2,rural
320087,,,2,,
320124,0,100,2,4,suburb
320155,0,85,,6,rural
320162,0,85,7,6,city
320209,,,5,4,
320261,1,60,5,4,rural
320278,0,100,8,5,suburb
320308,,100,8,6,
320315,,,2,,
320322,0,85,2,6,suburb
320353,0,85,6,6,suburb
320360,0,100,3,2,suburb
320407,,,4,3,
320414,0,85,2,2,city
320469,0,100,7,2,suburb
320476,0,100,5,2,city
320490,,,2,,
320506,0,50,1,,rural
320537,0,100,6,2,city
320544,0,85,3,5,small town
320575,0,40,6,6,city
320605,0,70,4,1,city
320612,0,70,7,4,suburb
320636,0,100,7,3,city
320643,0,40,6,5,suburb
320667,0,70,7,6,rural
320674,0,100,3,1,rural
320681,0,70,3,6,rural
320711,0,70,3,6,city
320735,0,85,3,7,rural
320742,,,5,3,
320773,0,70,2,,city
320803,1,60,2,4,city
320810,1,60,,4,suburb
320865,0,100,6,3,small town
320896,,,4,6,
320926,0,85,3,4,small town
320940,0,90,2,4,suburb
320995,1,40,6,,small town
321004,0,100,7,5,small town
321035,1,60,1,,city
321042,0,60,3,6,suburb
321066,1,50,6,4,city
321103,0,100,6,2,city
321134,1,85,2,4,city
321141,1,70,2,7,small town
321226,1,85,3,3,city
321271,,,3,4,
321288,0,85,4,4,rural
321301,0,50,6,4,small town
321325,0,75,3,1,city
321332,0,100,6,,suburb
321356,1,50,6,6,rural
321394,,,4,3,
321400,0,85,6,3,city
321424,,,3,4,
321431,0,100,3,2,rural
321448,,,6,6,
321462,1,80,3,5,small town
321493,0,100,6,4,suburb
321509,0,65,2,4,suburb
321516,0,100,7,3,suburb
321585,1,70,3,5,small town
321592,1,100,5,4,small town
321608,0,50,4,3,city
321622,0,100,6,6,city
321677,0,85,7,2,suburb
321691,0,85,3,4,city
321813,0,85,2,3,suburb
321820,0,85,8,5,suburb
321851,,,2,4,
321868,1,85,5,4,small town
321905,1,50,5,6,suburb
321943,,,3,,
321974,0,100,8,,city
322021,,,6,,
322038,0,85,8,2,suburb
322083,,50,,4,city
322137,0,85,2,6,small town
322182,0,100,7,,city
322199,0,50,3,5,suburb
322243,,,6,4,
322267,1,60,5,4,small town
322274,0,100,6,7,suburb
322281,0,95,6,1,suburb
322328,0,50,1,4,small town
322335,0,50,2,,rural
322366,0,100,3,2,suburb
322380,0,40,2,,rural
322465,0,100,,5,suburb
322526,,,,,
322533,0,50,6,6,suburb
322540,1,75,6,6,city
322564,,,2,,
322632,0,85,4,4,small town
322649,1,99,7,4,rural
322656,0,100,6,6,suburb
322694,0,100,5,4,city
322700,0,85,2,4,small town
322755,0,100,7,2,city
322762,,,2,1,
322786,0,100,8,2,suburb
322816,1,95,2,6,rural
322830,0,100,6,3,suburb
322847,0,100,3,,small town
322854,,,6,6,
322861,1,70,6,2,suburb
322892,1,85,3,7,suburb
322946,0,50,2,6,suburb
322984,0,100,3,5,city
323000,0,85,5,,city
323017,0,70,7,4,suburb
323024,0,60,6,4,city
323062,,,3,6,
323093,0,100,7,1,suburb
323123,0,100,6,2,city
323147,,,6,1,
323154,0,100,3,6,city
323222,0,70,2,4,rural
323253,1,85,3,,city
323284,1,90,3,3,rural
323338,0,70,3,4,city
323352,0,95,6,3,rural
323376,,,6,6,
323383,1,85,2,2,city
323420,0,100,2,3,city
323437,0,85,2,4,small town
323482,1,60,7,5,suburb
323543,0,100,5,5,suburb
323598,1,98,1,6,suburb
323611,0,50,5,3,small town
323642,0,100,3,4,small town
323697,0,100,6,2,suburb
323703,1,70,2,6,rural
323734,0,100,3,2,suburb
323789,,85,3,2,
323819,0,75,4,4,small town
323857,,,6,3,
323888,0,85,3,2,city
323901,0,99,7,2,city
323918,0,60,3,,small town
323925,0,60,3,6,suburb
323932,,,6,6,
323949,,,7,6,
323956,0,50,2,4,suburb
324034,0,60,7,6,rural
324058,1,85,3,,city
324096,1,85,7,3,suburb
324133,0,50,1,2,city
324171,0,100,4,4,city
324249,0,60,6,4,suburb
324263,0,70,2,4,city
324287,0,100,7,1,small town
324324,1,100,6,4,suburb
324379,0,100,7,,suburb
324393,1,100,2,4,rural
324461,1,100,2,4,rural
324508,1,100,7,4,small town
324515,1,60,7,7,suburb
324522,,,2,2,
324539,0,100,,,suburb
324607,0,90,8,3,rural
324614,0,90,2,1,suburb
324638,1,100,3,3,small town
324652,0,95,6,4,suburb
324737,0,85,7,2,suburb
324812,1,100,4,7,rural
324829,0,90,6,,suburb
324850,0,95,7,2,suburb
324881,1,50,2,4,small town
324898,0,70,3,,small town
324904,1,100,7,4,small town
324911,1,50,6,,rural
324980,0,0,2,1,city
324997,1,100,8,1,small town
325044,,,3,6,
325068,0,85,2,,small town
325112,0,85,6,5,suburb
325129,0,85,7,3,city
325136,0,85,6,2,city
325204,0,70,6,3,suburb
325228,0,40,6,6,suburb
325235,0,60,2,4,city
325266,,60,3,7,suburb
325273,1,50,6,5,small town
325297,1,85,4,,small town
325310,,,3,4,
325358,0,85,6,3,small town
325372,0,70,2,,small town
325396,1,85,4,,small town
325402,0,50,1,,city
325419,,,3,,
325426,,,2,,
325457,1,85,3,6,suburb
325464,1,70,7,6,rural
325495,0,100,8,3,suburb
325501,,,8,4,
325556,0,85,3,7,small town
325648,0,85,8,4,suburb
325655,0,100,8,2,rural
325693,0,70,7,5,city
325716,1,85,3,6,small town
325730,0,85,6,4,city
325747,1,80,5,5,suburb
325778,0,100,4,,city
325815,0,100,2,6,city
325822,1,60,5,5,suburb
325853,1,85,2,4,suburb
325921,0,85,7,2,city
325983,,,7,4,
325990,,,3,2,
326023,,,2,3,
326054,1,85,6,4,suburb
326078,0,100,6,7,rural
326177,1,85,6,4,suburb
326184,1,100,4,3,small town
326290,0,70,2,4,city
326306,0,100,2,3,city
326320,0,100,6,2,city
326344,0,100,3,4,small town
326375,0,85,6,4,city
326412,0,100,8,4,suburb
326559,0,70,3,3,rural
326580,0,60,6,,suburb
326597,0,95,5,5,suburb
326603,1,95,7,3,suburb
326627,0,85,3,2,suburb
326658,0,85,1,1,city
326665,0,85,3,2,suburb
326672,0,100,6,2,suburb
326719,0,85,6,5,suburb
326733,1,100,6,4,suburb
326740,1,100,7,2,suburb
326771,0,100,6,2,small town
326856,0,100,7,5,city
326894,0,100,3,4,suburb
326917,0,50,,,city
326931,,100,2,6,
327071,0,85,2,3,suburb
327095,0,50,6,6,suburb
327101,0,85,7,2,suburb
327118,0,70,6,7,small town
327149,0,85,6,5,city
327170,0,100,7,2,suburb
327187,0,100,7,1,city
327248,1,30,4,7,small town
327354,0,85,3,,city
327415,0,100,7,2,small town
327453,,,7,,
327477,,,2,,
327583,0,100,3,2,rural
327613,0,60,6,5,suburb
327668,,,3,4,
327682,1,30,3,6,city
327705,0,50,6,6,small town
327750,,,1,7,
327781,0,75,7,2,suburb
327828,0,100,7,4,city
327835,,,2,3,
327842,0,70,8,5,suburb
327958,,,6,4,
327965,0,70,3,5,city
327996,0,100,6,4,city
328029,1,100,7,4,city
328043,0,85,8,4,small town
328074,,,1,6,
328081,1,100,2,,rural
328098,0,50,3,5,city
328104,0,60,6,4,rural
328166,0,100,7,5,suburb
328180,1,85,8,4,rural
328203,,,2,7,
328272,0,90,7,4,suburb
328302,0,85,2,4,suburb
328319,0,70,2,4,city
328401,0,70,3,4,suburb
328418,0,100,7,2,suburb
328432,0,85,6,6,small town
328463,0,50,3,,city
328487,1,85,3,,small town
328524,0,85,5,,suburb
328555,,,6,7,
328593,1,50,7,7,suburb
328616,0,100,5,4,city
328647,1,85,3,6,small town
328678,0,100,6,2,suburb
328685,0,85,,4,small town
328739,1,100,5,2,rural
328760,0,50,5,6,suburb
328777,0,45,6,4,suburb
328821,,,7,4,
328838,,35,4,6,rural
328845,1,100,3,1,city
328852,1,50,4,6,rural
328951,0,70,6,5,small town
328999,0,85,2,,small town
329008,0,100,3,3,suburb
329015,,,1,4,
329121,1,85,7,6,suburb
329138,0,100,5,2,rural
329176,0,100,3,3,suburb
329183,0,100,1,4,city
329206,0,50,,4,suburb
329213,1,75,4,,small town
329329,0,60,1,,city
329398,0,100,3,,suburb
329404,0,70,4,,suburb
329497,0,100,6,3,small town
329527,1,70,3,,city
329565,0,100,3,2,city
329572,0,85,8,1,city
329602,0,70,3,,small town
329619,0,100,3,6,city
329640,0,85,6,2,suburb
329671,0,100,7,1,city
329695,0,85,6,,city
329701,0,100,4,3,rural
329725,0,100,2,4,small town
329824,0,80,7,5,city
329855,0,95,6,1,city
329879,0,100,1,3,suburb
329886,0,100,6,6,small town
329909,1,50,3,5,small town
329916,0,100,7,3,suburb
329930,,,4,3,
329992,1,100,6,4,city
330015,1,50,4,6,rural
330022,1,85,3,6,small town
330039,0,100,6,2,city
330060,1,90,6,5,suburb
330138,1,50,2,4,rural
330183,1,60,3,6,rural
330275,0,50,7,4,small town
330299,0,100,7,2,rural
330305,0,90,7,2,small town
330329,0,100,8,3,suburb
330336,0,100,2,2,suburb
330343,1,60,4,4,city
330367,0,80,6,1,city
330398,0,40,2,6,rural
330411,0,85,2,3,city
330442,,,8,2,
330466,0,100,6,2,rural
330480,1,80,3,6,rural
330510,,,6,4,
330558,0,70,2,,rural
330565,0,85,1,4,city
330572,,,6,4,
330589,0,100,4,,small town
330602,0,100,3,,city
330633,0,95,2,1,city
330640,0,70,2,,city
330657,1,86,3,3,suburb
330664,1,40,6,7,small town
330671,0,100,2,2,small town
330718,0,70,3,,small town
330749,,,3,,
330756,0,60,3,,rural
330787,1,85,6,5,suburb
330817,,,6,4,
330824,1,60,3,6,small town
330831,1,100,3,4,small town
330862,0,100,3,4,rural
330879,0,85,4,6,city
330893,,,4,2,
330909,0,85,3,6,city
330954,1,85,1,6,small town
330961,0,40,6,6,suburb
330978,0,70,3,,small town
330985,,,2,6,
331032,0,85,4,4,small town
331070,0,85,6,2,small town
331124,0,80,8,5,suburb
331148,0,100,6,1,city
331162,0,100,8,2,small town
331193,1,85,7,6,rural
331209,1,85,7,2,suburb
331216,0,68,3,6,suburb
331254,0,60,1,,rural
331278,0,85,3,2,small town
331308,0,70,4,7,rural
331322,,,1,4,
331346,1,85,6,5,rural
331360,0,70,6,2,suburb
331384,0,100,5,6,small town
331407,0,60,6,5,small town
331421,0,70,7,6,suburb
331469,1,70,3,6,small town
331506,1,60,3,6,rural
331520,0,70,3,4,city
331537,0,40,1,,small town
331650,0,80,2,5,city
331735,0,60,6,,suburb
331759,1,60,3,5,city
331766,0,60,7,5,city
331810,1,50,6,4,small town
331834,,,5,5,
331841,1,85,6,,small town
331872,0,100,6,2,suburb
331902,0,70,3,3,small town
331926,1,85,1,4,small town
331995,0,95,6,3,suburb
332004,0,60,3,,rural
332011,0,100,6,,small town
332035,0,100,3,3,suburb
332042,0,100,7,2,suburb
332066,,,6,,
332097,0,90,3,3,city
332110,0,100,1,,small town
332158,0,100,3,4,city
332196,0,85,6,5,city
332219,0,100,1,,city
332240,0,80,2,6,rural
332257,,,4,4,
332264,1,85,7,6,suburb
332301,1,60,3,5,rural
332325,0,85,2,4,city
332394,0,85,6,,city
332400,0,70,6,4,suburb
332417,1,85,6,5,small town
332455,1,40,6,,suburb
332462,,,6,6,
332486,0,85,7,2,city
332516,0,100,5,2,suburb
332530,1,5,2,6,rural
332585,0,85,2,4,small town
332646,0,70,2,,rural
332677,0,85,6,,city
332691,1,65,6,4,suburb
332745,0,60,2,,city
332769,,,3,2,
332783,0,100,7,2,city
332790,1,100,8,6,small town
332820,,50,2,6,city
332882,0,100,8,1,suburb
332905,0,100,7,3,suburb
332943,1,70,3,5,suburb
332950,0,60,2,4,suburb
333007,0,100,6,2,suburb
333052,0,70,2,6,rural
333083,1,70,3,5,rural
333113,0,50,2,6,suburb
333137,1,85,7,5,city
333144,0,50,6,4,city
333168,1,85,3,5,suburb
333175,0,100,6,4,city
333182,0,100,2,,city
333243,0,85,,4,suburb
333281,0,60,3,3,city
333298,0,98,4,3,small town
333403,,,6,5,
333472,,,1,,
333489,0,100,7,3,suburb
333595,0,,2,5,suburb
333625,0,70,2,,city
333649,0,70,7,5,suburb
333656,0,40,3,6,rural
333663,0,90,6,2,city
333687,0,100,3,,rural
333762,0,100,2,2,suburb
