CASEID,hunt_fish,scientists,education,ideology,urbanrural
429557,0,70,6,2,small town
429564,1,50,6,6,small town
429571,,50,3,7,
429618,0,85,7,7,suburb
429649,0,50,2,4,rural
429656,0,100,3,7,suburb
429670,1,60,4,6,suburb
429717,,,3,5,
429724,0,60,2,7,suburb
429731,1,100,2,4,rural
429762,0,85,6,3,suburb
429779,,,6,5,
429816,0,70,6,3,rural
429847,,,2,5,
429861,1,100,3,4,suburb
429878,0,85,3,6,suburb
429885,0,80,7,2,city
429946,1,100,4,3,suburb
429953,1,100,6,4,city
429984,0,85,3,7,city
430021,0,70,2,5,city
430038,0,85,7,2,city
430045,0,85,3,3,small town
430113,0,85,6,3,city
430168,,,6,5,
430182,0,85,6,2,rural
430199,0,70,3,,city
430212,0,85,2,3,suburb
430243,0,100,2,5,small town
430298,0,50,6,5,suburb
430328,0,100,4,3,city
430335,1,40,7,5,suburb
430359,0,70,6,7,suburb
430380,1,60,5,,city
430397,,,6,7,
430403,0,70,7,5,suburb
430410,,,3,6,
430434,0,85,2,2,suburb
430458,0,85,2,3,suburb
430465,0,70,6,6,city
430496,0,100,2,6,suburb
430502,0,100,3,4,rural
430526,1,50,2,,city
430533,0,100,6,2,city
430540,0,70,6,3,small town
430601,0,100,3,,small town
430670,0,100,6,4,rural
430700,0,,3,,suburb
430724,0,80,6,3,suburb
430731,0,100,4,5,rural
430748,0,85,2,,city
430762,0,100,3,2,rural
430847,0,70,3,,suburb
430861,1,60,3,3,city
430878,0,70,4,3,small town
430892,0,85,8,6,small town
430915,0,70,8,6,small town
430922,1,100,6,5,suburb
430939,1,85,1,6,rural
430946,0,100,3,1,small town
430984,0,100,7,,suburb
430991,0,100,6,4,city
431017,0,100,3,,rural
431031,0,100,6,4,suburb
431055,0,85,3,7,city
431079,,,7,4,
431086,,,5,4,
431093,0,85,3,,city
431116,0,100,3,3,city
431123,0,85,5,4,city
431147,0,80,7,2,city
431161,,,7,4,
431178,0,100,6,2,small town
431208,0,70,3,3,suburb
431222,,,2,6,
431239,,,4,7,
431253,0,50,2,,rural
431277,0,85,1,4,suburb
431314,1,90,3,3,small town
431345,0,100,6,2,suburb
431352,0,15,7,6,city
431420,0,60,8,6,city
431499,0,50,6,6,suburb
431505,1,60,2,4,small town
431512,,,5,2,
431536,0,85,3,1,small town
431581,1,100,7,1,rural
431598,0,50,2,,small town
431611,1,100,2,4,city
431628,,50,,,
431635,,,7,3,
431710,0,60,3,,rural
431727,1,70,,,small town
431734,0,50,8,4,city
431758,0,70,1,6,city
431765,1,60,2,4,rural
431772,0,85,6,4,suburb
431789,0,85,5,2,city
431796,0,0,2,4,suburb
431857,,,6,6,
431901,1,100,6,2,city
431918,0,100,6,2,city
431987,0,40,3,4,city
432065,,,4,3,
432119,0,85,6,,suburb
432126,1,85,7,6,rural
432140,0,60,7,3,small town
432164,1,60,2,6,rural
432225,0,60,1,,small town
432232,0,100,6,4,city
432249,0,100,3,4,city
432263,0,70,3,,small town
432294,0,30,2,2,rural
432300,0,70,1,,small town
432317,0,85,7,3,small town
432386,0,100,1,3,small town
432393,0,85,2,5,small town
432423,0,85,5,6,suburb
432492,0,85,2,2,city
432508,0,95,3,2,rural
432522,0,100,3,,suburb
432546,,80,6,3,
432553,1,60,5,6,rural
432560,1,100,3,4,suburb
432584,1,100,7,2,suburb
432591,0,100,7,2,small town
432607,0,100,3,,city
432614,0,85,7,3,city
432713,,,1,5,
432737,,,3,,
432744,0,100,3,2,small town
432751,0,85,6,6,suburb
432775,1,80,6,1,city
432805,0,70,6,5,city
432850,0,100,6,,suburb
432867,0,100,6,3,city
432898,0,100,6,4,city
432904,0,100,7,4,city
432911,0,85,3,4,suburb
432928,0,85,6,4,small town
432959,1,100,6,2,suburb
432980,,,1,,
433020,0,70,6,,suburb
433051,,,5,4,
433112,0,100,5,4,suburb
433129,1,85,3,2,suburb
433136,1,85,3,7,rural
433143,,,3,4,
433150,1,100,7,6,city
433167,1,85,3,,rural
433174,,,2,4,
433181,0,50,3,4,city
433242,0,85,8,2,suburb
433327,0,100,2,,city
433341,0,100,,6,city
433358,0,60,4,2,suburb
433365,,70,6,4,city
433402,1,100,3,,small town
433433,0,20,2,,small town
433464,,85,8,5,
433495,0,,3,3,rural
433549,1,100,3,,city
433594,0,60,6,6,small town
433600,,,6,3,
433617,1,95,6,6,suburb
433624,1,50,3,7,suburb
433648,1,100,5,,rural
433655,1,85,3,3,rural
433662,1,70,8,4,small town
433686,0,40,2,4,city
433693,0,50,4,7,small town
433730,1,50,3,4,small town
433747,0,70,6,3,suburb
433785,0,100,2,6,city
433792,0,85,7,2,suburb
433808,,,3,2,
433815,0,100,6,,city
433839,0,60,7,,suburb
433846,0,100,2,5,city
433853,,,3,3,
433860,0,100,8,2,city
433938,0,100,8,3,rural
433945,0,60,2,,city
433952,0,85,3,2,rural
434016,0,90,7,3,city
434030,1,85,3,5,small town
434047,0,55,6,2,city
434078,1,100,7,4,small town
434108,0,50,7,6,suburb
434122,0,60,7,7,small town
434146,0,60,7,6,small town
434160,1,60,6,,suburb
434177,1,100,3,,small town
434207,0,70,2,4,city
434214,,85,6,4,
434245,,,6,6,
434269,,,4,4,
434283,1,100,2,,small town
434337,0,40,3,6,city
434399,0,50,4,4,city
434436,0,100,3,4,suburb
434450,0,85,6,4,suburb
434474,0,85,3,4,rural
434481,0,100,1,4,rural
434535,0,85,2,4,small town
434542,0,50,4,,suburb
434566,0,100,6,2,city
434597,0,60,2,,suburb
434658,1,50,3,6,small town
434696,1,70,7,3,city
434740,0,90,3,6,suburb
434757,,,3,,
434764,,7,2,2,city
434771,0,100,3,,suburb
434788,0,85,3,4,suburb
434818,0,70,6,5,suburb
434825,0,100,7,4,small town
434832,1,100,2,1,city
434856,0,60,7,4,city
434900,0,85,3,4,suburb
434924,1,85,4,6,rural
434931,0,85,6,4,small town
434955,0,50,1,,city
434962,0,0,6,4,city
434979,0,100,6,4,suburb
434986,1,70,1,6,suburb
434993,0,90,6,3,city
435026,0,60,6,7,small town
435040,0,70,3,6,city
435071,0,60,2,6,small town
435101,0,85,3,6,suburb
435125,0,85,7,2,city
435194,0,85,6,5,small town
435200,,100,4,,
435231,,,5,3,
435323,,100,5,3,
435330,1,60,,,suburb
435460,0,60,6,5,small town
435491,0,100,7,3,city
435507,1,85,3,6,city
435514,1,100,6,1,suburb
435538,0,85,3,,rural
435552,0,90,6,2,suburb
435576,0,100,7,2,city
435613,0,50,3,4,small town
435620,1,70,5,5,city
435637,,,6,6,
435644,0,70,3,7,small town
435736,0,100,6,4,small town
435859,0,100,7,3,suburb
435866,0,90,6,2,suburb
435873,1,60,6,5,city
435880,1,40,2,7,small town
435941,,,3,,
435958,0,85,3,5,suburb
435965,0,100,6,2,suburb
435972,0,70,7,1,city
436036,0,85,6,4,city
436043,0,50,3,7,suburb
436050,0,60,1,1,rural
436067,0,,5,6,city
436074,,,4,,
436159,0,85,3,,suburb
436166,1,75,6,3,rural
436241,0,85,3,2,suburb
436289,1,60,3,,small town
436296,0,100,6,4,city
436302,0,100,5,2,city
436333,0,40,3,7,suburb
436357,0,100,6,4,rural
436418,1,85,5,6,suburb
436524,0,100,2,4,suburb
436531,0,90,3,4,city
436579,1,75,6,6,suburb
436609,0,50,3,7,small town
436678,0,85,6,6,suburb
436708,0,100,7,1,city
436753,0,,7,6,suburb
436784,0,100,7,2,city
436814,0,60,6,7,small town
436821,,,1,6,
436883,,,3,7,
436906,0,100,3,2,city
436920,0,100,6,2,suburb
436937,0,100,3,1,small town
436975,0,100,8,7,small town
437008,1,100,7,4,rural
437039,0,70,6,2,city
437077,0,50,2,7,suburb
437107,0,60,3,4,city
437121,0,85,,3,city
437145,1,60,3,4,rural
437169,0,100,3,4,city
437183,0,85,5,4,city
437190,0,70,6,6,small town
437237,1,75,6,4,suburb
437299,1,100,7,4,suburb
437374,0,90,8,1,city
437398,0,80,6,1,city
437435,0,100,2,,rural
437459,0,50,7,4,suburb
437473,0,100,8,2,suburb
437480,0,100,6,2,city
437497,1,85,4,6,small town
437527,0,90,6,2,city
437541,0,50,2,4,city
437572,1,,2,,small town
437596,0,100,3,5,small town
437657,,,6,4,
437688,0,80,2,4,small town
437718,,100,4,2,small town
437749,0,50,2,5,suburb
437763,0,90,3,3,small town
437947,0,50,2,,suburb
437954,1,85,6,6,small town
437961,0,85,3,3,suburb
437985,1,100,2,4,rural
437992,1,100,6,,rural
438025,1,50,3,4,small town
438032,0,70,2,,suburb
438049,1,85,7,6,suburb
438056,0,90,6,6,rural
438087,1,85,3,6,rural
438131,0,85,6,4,suburb
438148,0,70,3,6,suburb
438162,1,85,2,6,rural
438186,0,50,3,6,city
438254,1,100,7,2,rural
438261,0,100,7,2,small town
438308,0,70,7,5,city
438322,0,85,3,5,city
438339,0,70,4,5,city
438346,0,87,5,4,small town
438353,0,85,7,3,small town
438384,0,60,8,3,city
438414,0,100,6,4,suburb
438421,,,7,,
438476,,,2,7,
438490,0,100,3,1,city
438506,1,70,7,5,city
438513,1,50,6,5,suburb
438551,0,100,2,4,city
438568,1,100,2,,city
438575,0,90,8,3,city
438599,1,100,6,2,rural
438629,0,95,3,1,suburb
438636,0,100,6,3,city
438650,1,100,7,6,suburb
438735,0,80,8,6,city
438742,0,100,7,4,small town
438766,1,100,3,2,small town
438834,0,100,8,5,city
438872,0,85,4,2,city
438889,0,100,6,,suburb
438933,0,70,2,7,rural
438940,0,85,6,,city
438957,1,90,6,4,rural
438995,1,70,3,7,rural
439004,0,50,3,5,suburb
439028,,,6,6,
439042,0,50,3,6,small town
439059,1,100,7,2,suburb
439073,0,30,3,7,rural
439097,0,80,6,4,suburb
439127,0,100,2,,rural
439141,1,30,3,,small town
439158,0,100,6,2,suburb
439165,0,50,2,6,small town
439219,,,6,2,
439226,0,,3,6,suburb
439257,1,40,3,4,small town
439301,0,100,7,2,city
439325,1,60,5,6,rural
439332,0,85,6,2,small town
439349,1,70,2,6,suburb
439387,0,70,2,6,small town
439417,0,50,2,6,suburb
439455,0,50,4,3,suburb
439462,1,60,6,6,city
439509,0,100,3,2,city
439516,1,100,1,4,rural
439530,0,50,7,4,rural
439547,0,60,2,6,small town
439561,,,3,4,
439585,1,85,3,6,small town
439608,0,100,3,1,city
439646,0,100,2,4,city
439677,0,85,7,4,suburb
439721,0,50,3,6,small town
439769,1,75,6,5,suburb
439776,0,85,3,6,city
439806,,,7,3,
439837,0,100,5,3,small town
439844,0,70,6,1,city
439868,0,85,2,5,small town
439899,0,85,5,3,suburb
439912,0,95,7,1,rural
439929,,,2,5,
439943,1,70,6,2,city
440004,,,1,4,
440011,1,100,7,2,city
440080,1,80,6,5,suburb
440141,0,100,7,4,small town
440226,0,50,3,4,small town
440271,0,70,3,,city
440288,1,70,8,6,rural
440301,0,100,7,2,city
440332,,,5,5,
440370,0,85,2,2,suburb
440530,0,100,3,4,small town
440547,,,4,5,
440554,0,100,6,5,suburb
440622,0,100,8,1,city
440639,1,50,6,7,rural
440646,0,70,6,6,rural
440660,,,7,3,
440677,,,2,4,
440738,1,80,7,3,suburb
440745,0,70,7,6,suburb
440769,0,95,6,5,city
440776,0,100,4,4,small town
440783,,,3,6,
440806,0,70,7,6,small town
440820,,,1,7,
440837,0,100,1,3,city
440851,0,85,3,4,suburb
440981,1,100,3,4,city
440998,1,100,5,4,rural
441007,1,40,7,4,small town
441014,0,50,6,2,city
441052,0,60,2,,small town
441090,1,70,2,,city
441106,,,6,5,
441144,0,50,5,,small town
441182,0,85,3,,suburb
441236,0,100,2,,city
441243,0,99,6,2,city
441281,0,85,2,5,suburb
441328,0,0,3,4,city
441366,1,100,2,,suburb
441373,0,60,2,4,small town
441434,0,70,6,3,rural
441458,1,60,4,6,rural
441502,0,60,3,2,city
441540,0,100,6,3,small town
441564,,,3,4,
441595,0,50,2,6,suburb
441601,0,50,2,6,rural
441625,,,2,,
441649,0,70,7,6,suburb
441656,0,50,3,,city
441731,1,95,2,5,small town
441755,0,70,5,,small town
441762,,,7,4,
441779,0,100,5,4,city
441830,0,50,4,,rural
441847,0,100,3,4,small town
441854,,,3,2,
441861,0,30,6,,suburb
441915,1,100,2,6,small town
441922,0,50,2,,city
441953,1,100,2,6,suburb
441960,0,80,3,4,suburb
441991,0,80,7,6,suburb
442024,0,,6,3,suburb
442048,0,75,5,2,city
442055,0,80,2,7,rural
442086,0,100,3,4,city
442109,0,100,7,4,city
442130,1,100,6,2,city
442147,0,100,5,6,city
442192,1,85,2,,rural
442222,0,100,3,,city
442239,0,80,7,2,city
442338,0,85,6,4,rural
442352,1,60,6,6,suburb
442390,1,70,3,5,rural
442406,0,90,2,4,city
442413,0,50,3,6,small town
442451,0,70,6,4,suburb
442468,1,40,3,4,city
442475,0,100,6,3,suburb
442505,,,8,6,
442550,1,40,6,7,suburb
442642,1,100,6,4,suburb
442659,0,85,5,4,city
442666,0,100,7,2,suburb
442680,,,7,4,
442772,0,50,6,5,city
442802,0,,3,6,city
442819,,,6,2,
442833,0,85,,2,suburb
442918,1,90,6,4,suburb
442970,0,100,6,2,suburb
442987,0,100,3,3,suburb
443027,0,100,6,2,city
443041,1,85,7,4,suburb
443065,0,85,2,3,small town
443119,,50,2,5,small town
443157,1,70,2,,rural
443171,0,90,5,4,small town
443249,0,85,6,,suburb
443287,0,85,2,4,rural
443317,,,6,4,
443355,0,10,3,1,suburb
443386,1,60,4,7,small town
443409,0,50,3,,small town
443416,0,75,3,5,small town
443461,0,85,5,5,suburb
443478,1,85,4,,city
443485,0,85,6,2,city
443492,0,50,3,6,small town
443508,0,60,6,2,city
443584,0,70,7,3,city
443614,0,100,1,3,city
443621,1,85,5,5,suburb
443676,0,60,3,,rural
443683,0,100,2,2,rural
443782,0,60,,4,city
443836,,,7,4,
443843,0,85,6,1,city
443874,,,8,7,
443935,1,90,2,1,small town
443973,,,7,6,
443980,,,6,4,
443997,,,7,3,
444020,0,80,3,2,small town
444044,1,100,8,5,suburb
444068,0,100,3,3,city
444075,0,50,6,6,suburb
444082,0,95,8,3,small town
444105,0,85,4,6,small town
444174,1,65,7,5,rural
444235,0,100,5,,city
444242,0,85,2,3,rural
444273,0,100,7,2,city
444280,0,85,8,5,city
444334,1,100,2,4,suburb
444341,0,50,4,6,rural
444358,1,50,6,5,city
444396,0,70,6,6,suburb
444457,0,100,7,3,city
444495,0,60,1,4,city
444532,,,6,2,
444549,0,50,7,,small town
444556,1,60,,6,suburb
444617,0,50,2,5,rural
444631,0,0,2,4,suburb
444662,0,70,5,5,city
444679,0,60,6,6,small town
444686,0,50,3,6,suburb
444693,0,95,2,,small town
444709,0,100,1,4,rural
444716,0,100,5,4,city
444761,,,2,4,
444778,0,60,3,6,rural
444860,0,85,2,,small town
444891,,,5,6,
444914,1,100,6,5,suburb
444945,0,85,3,4,suburb
444952,0,100,2,2,small town
445023,0,100,6,3,suburb
445054,0,70,6,7,small town
445085,1,50,6,4,suburb
445115,0,85,2,5,rural
445146,0,95,6,1,suburb
445153,0,100,2,,rural
445160,1,85,5,6,suburb
445191,1,100,4,4,small town
445207,0,100,6,3,city
445337,0,85,,3,city
445344,0,100,7,1,city
445399,0,85,6,5,small town
445405,0,100,6,3,suburb
445498,1,90,7,6,suburb
445528,1,60,6,6,small town
445702,0,,6,6,city
445788,1,100,2,,city
445801,0,80,6,3,small town
445818,0,100,3,3,small town
445856,,,3,,
445917,0,,3,4,small town
445924,0,60,6,6,suburb
445979,0,100,3,3,small town
445986,1,90,6,4,small town
446095,0,70,2,2,city
446125,0,85,2,4,rural
446187,,,3,,
446194,1,50,3,6,rural
446200,0,85,3,3,city
446231,1,80,2,4,rural
446248,1,90,7,5,city
446255,1,80,7,6,small town
446293,,,6,3,
446309,1,85,7,2,small town
446316,1,100,6,4,suburb
446354,0,75,6,6,rural
446361,0,100,3,4,rural
446378,1,100,6,2,city
446439,,,7,4,
446446,0,70,5,6,suburb
446491,0,100,3,4,rural
446538,1,85,4,5,small town
446545,1,90,,,city
446606,1,60,1,4,city
446613,0,85,2,7,rural
446651,0,85,6,4,suburb
446668,,,3,3,
446675,1,85,7,2,rural
446705,0,100,3,4,small town
446712,0,100,3,,small town
446750,0,70,6,6,small town
446767,0,100,4,4,suburb
446804,,,3,6,
446811,0,100,7,1,rural
446866,,,2,,
446873,0,60,6,7,suburb
446927,1,80,4,6,rural
446941,1,100,4,4,rural
446958,0,50,2,4,rural
446996,,,2,,
447005,0,70,6,6,small town
447012,0,50,3,2,small town
447043,0,70,1,2,small town
447074,0,90,7,5,city
447081,0,50,2,7,suburb
447098,,,3,6,
447104,1,95,8,3,rural
447173,0,100,8,4,rural
447180,0,70,2,4,small town
447265,0,85,3,6,small town
447289,0,90,3,3,city
447296,1,40,2,6,city
447319,0,100,2,2,small town
447333,1,50,7,6,city
447388,0,100,3,4,suburb
447395,0,80,8,6,city
447418,0,85,3,,rural
447449,,,3,4,
447517,0,85,4,4,rural
447531,,,,4,
447555,1,70,6,6,suburb
447609,,,3,6,
447647,0,85,3,4,suburb
447685,0,85,6,4,city
447715,0,85,6,4,small town
447722,0,85,7,4,city
447753,0,95,6,4,suburb
447760,0,100,7,2,city
447777,0,100,6,6,small town
447791,1,100,4,4,small town
447838,0,85,8,2,city
447845,,90,8,4,small town
447876,1,100,3,7,small town
447883,1,85,3,6,city
447890,,,2,6,
447913,0,50,2,7,small town
447920,0,20,5,5,rural
447944,,,7,2,
447951,0,75,7,2,suburb
448046,0,85,3,6,small town
448084,0,40,6,2,suburb
448114,0,25,7,1,city
448367,,,2,,
448381,1,85,3,5,rural
448480,0,50,7,4,small town
448497,0,100,4,2,suburb
448510,,,2,4,
448527,1,50,7,3,city
448534,0,50,2,6,suburb
448541,0,70,2,5,city
448558,0,100,6,2,city
448572,0,100,7,4,city
448596,1,60,8,3,city
448602,0,100,3,2,city
448626,0,100,4,4,city
448633,0,50,2,6,small town
448640,,,4,4,
448671,0,85,5,3,small town
448695,0,50,3,,suburb
448770,,,3,2,
448787,0,100,3,2,suburb
448800,0,75,6,7,city
448824,0,100,2,4,small town
448831,0,100,1,4,city
448848,0,70,,7,city
448862,1,50,2,7,rural
448893,0,85,4,,city
448909,0,100,8,2,city
448930,,,2,,
448947,0,100,4,4,city
448961,0,70,5,7,suburb
449018,0,100,6,3,suburb
449049,0,100,8,4,suburb
449063,0,50,6,4,suburb
449100,0,85,3,4,city
449117,1,20,6,6,rural
449131,0,85,7,5,city
449148,0,85,8,7,city
449162,1,70,7,4,city
449179,,,3,,
449193,0,100,3,4,suburb
449230,0,100,7,2,city
449247,1,100,6,3,suburb
449254,,,6,4,
449261,0,40,2,,city
449308,,,6,4,
449391,,,3,4,
449407,0,85,6,3,city
449445,,,5,,
449476,0,100,5,1,city
449506,0,85,3,4,suburb
449537,0,40,4,7,suburb
449568,0,100,7,2,city
449575,1,85,2,,city
449605,0,50,3,7,city
449636,0,50,6,5,small town
449643,1,100,4,,city
449650,0,100,4,4,city
449667,0,100,2,6,rural
449681,0,100,2,,city
449773,0,85,6,4,suburb
449834,1,100,8,4,suburb
449858,0,100,3,2,rural
449865,0,70,3,6,small town
449889,0,100,7,2,suburb
449902,0,100,3,4,small town
449926,1,100,3,4,city
449957,0,100,3,,rural
449971,1,85,7,1,small town
449995,0,70,3,6,small town
450018,1,15,6,6,suburb
450025,0,50,6,6,small town
450094,0,90,8,4,city
450124,0,80,2,6,small town
450131,0,70,6,3,small town
450148,,,7,5,
450186,0,85,3,2,small town
450223,0,85,6,5,suburb
450230,0,70,6,3,city
450339,0,100,5,2,rural
450346,1,100,3,2,suburb
450353,,,6,6,
450360,1,100,3,3,small town
450469,0,100,6,4,suburb
450506,1,85,7,6,suburb
450537,0,100,7,2,suburb
450599,0,85,2,,small town
450650,0,85,2,3,city
450667,1,60,7,6,rural
450698,,,6,1,
450728,1,50,3,5,small town
450797,1,70,3,6,rural
450803,0,40,2,,rural
450841,0,40,7,6,suburb
450902,0,100,6,4,suburb
450933,0,100,3,,city
450971,1,100,8,3,suburb
450988,0,100,1,4,small town
451028,0,100,6,1,city
451035,,,6,2,
451042,1,50,5,7,rural
451059,1,40,1,7,suburb
451066,0,85,2,6,city
451073,0,80,7,5,suburb
451080,0,85,7,4,small town
451097,1,80,7,6,rural
451134,0,100,2,2,city
451165,0,100,1,4,city
451189,0,85,6,3,suburb
451196,,,2,4,
451202,0,50,4,5,small town
451271,0,70,5,,suburb
451325,0,85,6,6,suburb
451332,1,100,6,2,city
451356,0,50,2,,small town
451370,1,85,6,4,small town
451424,0,60,6,2,city
451578,,,2,,
451585,0,60,3,4,city
451608,0,100,3,2,suburb
451622,1,90,2,,small town
451639,0,100,3,3,city
451646,,,2,,
451653,0,100,8,2,suburb
451684,1,85,6,4,city
451707,1,70,6,4,suburb
451721,0,85,8,4,small town
451738,0,100,7,2,city
451752,0,100,2,5,small town
451769,,,5,6,
451783,0,75,8,6,small town
451790,1,85,3,6,suburb
451806,0,100,2,3,city
451912,0,80,7,3,city
451929,1,85,4,6,suburb
451974,0,85,3,4,city
452014,1,50,5,4,rural
452021,1,70,5,6,small town
452045,0,100,6,4,city
452083,1,100,6,2,suburb
452090,0,100,6,6,suburb
452120,0,85,3,5,small town
452144,0,50,3,6,small town
452175,,,,,
452229,0,70,4,4,city
452243,0,50,6,4,suburb
452267,0,50,6,6,suburb
452281,0,85,7,2,city
452311,0,70,3,4,suburb
452328,0,,1,,small town
452410,1,100,5,2,city
452427,1,90,7,2,rural
452434,0,100,1,4,small town
452441,0,70,3,6,city
452465,0,60,5,6,small town
452472,0,85,2,2,city
452496,1,50,2,6,suburb
452526,,,2,4,
452533,0,100,7,4,suburb
452557,0,100,4,4,suburb
452564,1,50,4,,rural
452595,0,100,2,4,rural
452618,,,2,,
452649,0,100,6,2,city
452663,0,50,4,,rural
452700,0,100,6,3,suburb
452731,0,100,7,2,suburb
452748,0,100,7,4,rural
452779,0,100,2,2,city
452861,1,95,4,2,rural
452878,0,70,6,6,small town
452939,0,85,3,3,suburb
452953,1,85,4,,small town
452977,0,85,7,2,suburb
453024,1,50,4,4,suburb
453048,0,95,8,4,city
453116,0,70,6,5,small town
453130,1,50,6,6,small town
453147,0,100,4,2,small town
453185,0,70,3,,rural
453208,0,60,6,2,small town
453215,,,2,6,
453246,0,60,3,6,small town
453253,0,85,6,,rural
453284,1,50,2,6,small town
453369,1,85,3,4,suburb
453383,0,50,3,4,small town
453390,0,85,3,,city
453505,0,65,5,5,city
453512,1,60,6,5,small town
453567,1,50,3,1,small town
453628,1,100,6,,city
453659,1,30,8,7,suburb
453666,,,7,7,
453673,1,60,2,7,rural
453697,0,40,4,6,rural
453703,,,3,6,
453710,1,100,6,4,suburb
453734,0,85,6,4,suburb
453741,0,100,6,4,suburb
453796,0,100,3,2,city
453833,1,95,4,6,city
453888,0,50,3,6,suburb
453895,0,100,6,4,city
453932,1,70,2,4,city
453970,,50,6,4,
454027,1,70,3,4,city
454065,0,60,2,4,rural
454089,1,85,6,6,small town
454096,1,70,6,5,rural
454102,1,85,1,4,rural
454119,0,70,3,5,city
454133,0,85,2,4,rural
454157,1,50,6,7,suburb
454171,1,50,6,6,small town
454195,0,100,8,3,small town
454201,0,100,7,4,city
454225,0,60,2,5,suburb
454249,0,100,3,4,small town
454287,0,90,5,2,small town
454324,0,70,2,6,suburb
454348,0,100,7,3,suburb
454409,1,100,6,4,suburb
454423,1,90,4,5,suburb
454447,1,70,1,,rural
454478,0,100,3,5,city
454508,0,100,6,4,city
454522,,,6,2,
454539,0,70,8,4,suburb
454546,0,50,1,,city
454553,0,85,6,1,small town
454560,0,85,7,5,city
454577,1,85,8,7,suburb
454584,,,7,6,
454607,,,1,6,
454744,0,95,6,5,suburb
454768,0,50,3,,small town
454782,1,95,5,2,city
454799,0,100,4,3,rural
454805,0,85,4,6,city
454843,1,85,3,7,rural
454850,0,100,6,3,city
454874,0,60,4,6,small town
454928,0,100,7,2,suburb
454966,0,85,6,5,suburb
454980,0,85,4,4,small town
455037,0,100,6,2,city
455044,0,70,5,,
455051,,,2,6,
455075,0,90,8,4,suburb
455082,1,50,3,,small town
455099,0,60,6,4,small town
455112,1,100,6,6,rural
455129,,50,6,5,suburb
455136,0,85,4,5,small town
455150,0,70,5,4,suburb
455181,0,60,6,6,suburb
455211,0,70,2,,small town
455235,1,85,6,6,rural
455303,0,100,6,3,suburb
455310,0,85,6,5,suburb
455341,0,99,5,4,rural
455358,0,100,7,3,suburb
455365,0,100,6,6,city
455372,,,1,2,
455433,0,60,6,,small town
455457,0,85,2,4,city
455501,0,85,2,5,city
455518,1,90,6,2,suburb
455525,0,70,2,4,suburb
455532,0,60,1,4,suburb
455594,0,40,,4,rural
455617,0,80,4,,small town
455624,0,60,2,,city
455631,0,65,2,6,suburb
455655,0,100,2,,small town
455716,0,50,7,6,city
455761,0,100,,2,small town
455778,0,85,4,,city
455785,0,95,2,,small town
455792,0,90,3,,city
455822,1,70,7,3,rural
455839,0,85,7,3,city
455853,,,3,3,
455877,1,70,2,,rural
455945,0,100,2,3,suburb
455952,0,60,3,3,suburb
455976,0,85,3,3,suburb
456009,0,50,3,4,suburb
456016,0,100,7,3,suburb
456030,1,50,6,4,city
456047,1,90,6,4,suburb
456078,,,6,,
456122,1,60,1,,city
456160,0,100,3,2,city
456184,0,100,3,2,city
456191,0,100,5,2,city
456221,1,50,3,,city
456245,0,60,2,4,small town
456252,1,50,6,6,small town
456306,1,100,7,5,small town
456313,0,100,6,4,suburb
456351,0,90,7,2,suburb
456399,0,85,2,2,suburb
456412,0,70,2,4,small town
456429,0,100,2,,rural
456450,1,70,6,2,city
456467,1,85,3,4,small town
456504,0,100,5,5,suburb
456511,0,42,3,4,suburb
456542,,,5,6,
456580,0,90,4,2,suburb
456597,0,85,7,2,suburb
456610,0,85,5,4,small town
456627,0,85,6,2,suburb
456672,0,90,7,2,suburb
456740,0,98,6,2,suburb
456757,0,70,3,,suburb
456764,1,85,2,6,small town
456801,0,100,6,4,suburb
456832,1,100,6,3,suburb
456870,,,8,4,
456887,0,75,6,2,suburb
456955,1,100,7,,small town
456962,1,90,6,6,suburb
457002,0,100,6,2,suburb
457040,,,8,7,
457064,0,85,7,6,city
457101,,85,2,3,city
457118,1,70,8,2,city
457149,0,60,7,6,rural
457156,1,,3,6,small town
457170,1,60,6,,rural
457200,0,50,,7,rural
457231,0,70,3,6,suburb
457286,0,85,,3,city
457323,1,50,2,6,small town
457347,0,100,6,1,city
457361,0,70,1,6,rural
457378,0,85,5,4,small town
457385,1,70,4,,rural
457392,0,100,2,4,rural
457415,0,70,6,4,city
457422,0,100,2,3,suburb
457453,1,100,7,1,small town
457552,0,50,1,,city
457569,0,70,6,5,suburb
457637,0,100,3,6,suburb
457712,1,70,3,,city
457729,1,75,7,3,small town
457743,0,85,6,4,small town
457767,0,100,5,4,city
457798,0,80,4,5,rural
457811,0,100,6,5,small town
457828,1,100,6,4,suburb
457873,0,50,6,6,rural
457934,0,85,4,5,suburb
457958,1,60,7,6,suburb
457972,0,100,4,,city
457996,0,100,6,5,suburb
458029,,,2,6,
458067,,,7,2,
458081,1,70,8,6,suburb
458135,1,50,3,,small town
458159,1,6,3,5,suburb
458180,0,80,3,4,city
458197,1,90,6,3,suburb
458234,1,100,6,4,city
458258,,,2,5,
458265,0,85,6,3,suburb
458302,0,50,3,7,small town
458364,0,100,3,,suburb
458371,,,2,4,
458425,0,100,6,2,city
458432,0,40,6,6,city
458449,1,84,3,3,small town
458463,1,85,6,6,small town
458487,0,40,3,6,city
458500,0,100,6,4,city
458548,0,50,2,4,suburb
458555,0,100,3,7,suburb
458593,0,85,3,4,city
458609,,,8,4,
458616,0,85,8,1,city
458623,0,85,2,4,city
458630,,,2,,
458661,,,2,,
